job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,Lead,None,"Automotive, Car Dealer, Software Development / Engineering",1k–5k people,None,None,None,"Berlin,Germany","['php', 'symfony']"
Full-time,"Junior, Mid-Level, Senior",None,"Cybersecurity, Defense, Software Development / Engineering",51–200 people,Private,$120k - 205k (US Dollars),None,"Columbia,MD","['angularjs', 'javascript', 'html', 'css', 'python']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['python', 'linux']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['linux', 'perl', 'python']"
Full-time,Senior,Backend Developer,"Cloud Computing, Information Technology, Software Development",1k–5k people,Private,None,None,"Sint-Gillis,Belgium","['java', 'java-ee']"
Full-time,Senior,None,None,None,None,None,None,"Berlin,Germany","['ruby-on-rails', 'reactjs', 'ruby']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['amazon-web-services', 'linux', 'cloud']"
Full-time,"Junior, Mid-Level",None,None,None,None,None,None,"Knittlingen,Deutschland","['java', 'python', 'javascript', 'abap', 'linux']"
Full-time,"Mid-Level, Senior",None,"Financial Technology, SaaS",201–500 people,Private,None,None,"NewYork,NY","['ruby-on-rails', 'ruby', 'ruby-on-rails-3', 'ruby-on-rails-5']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['reactjs', 'python', 'ruby']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'docker', 'java']"
Full-time,None,None,None,None,None,None,None,"Mito,Japan","['c#', '.net']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['ruby', 'javascript', 'java']"
Full-time,Mid-Level,None,None,None,None,None,None,"Beckum,Deutschland","['vb.net', 'java']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India",['java']
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'java', 'web-services']"
Full-time,None,None,None,None,None,None,None,"Coimbatore,India","['php', 'mysql', 'web-services']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['sql', 'java', 'javascript']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['ruby-on-rails', 'ruby']"
Full-time,"Senior, Lead",None,"Cybersecurity, Enterprise Software, Software Development / Engineering",1–10 people,VC Funded,$125k - 175k (US Dollars),Remote,"SanFrancisco,CA",[]
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['python', 'linux', 'java']"
Full-time,Senior,Mobile Developer,Financial Technology,51–200 people,Private,$150k - 175k (US Dollars),None,"PaloAlto,CA","['android-studio', 'mobile', 'java', 'python']"
Full-time,"Mid-Level, Senior",Embedded Developer,"Biotechnology, Web Development, Web Technology",11–50 people,Private,€38k - 60k (Euros),None,"Berlin,Germany","['c++', 'embedded-linux', 'raspberry-pi', 'architecture', 'microcontroller']"
Full-time,Senior,None,"Agile Software Development, Fintech",51–200 people,VC Funded,€65k - 75k (Euros),None,"Berlin,Deutschland","['ruby-on-rails', 'python', 'java', 'sql', 'shell']"
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'xml', 'javascript']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan",['amazon-web-services']
Full-time,None,None,None,None,None,None,None,"Howrah,India","['php', 'wordpress', 'mysql']"
Full-time,"Mid-Level, Senior",None,"Agile Software Development, Product Development, Security Software",11–50 people,Private,£40k - 60k (British Pounds),None,"Bristol,UK","['c#', 'identityserver4', 'security']"
Full-time,None,None,None,None,None,None,None,"Lucknow,India","['php', 'css', 'html']"
Full-time,Senior,QA/Test Developer,None,None,None,None,None,"Arlington,VA","['security', 'penetration-testing', 'kali-linux']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Agile Software Development, Cloud Services, Consulting",11–50 people,Private,€55k - 75k (Euros),On-siteandlimitedremote,"München,Deutschland",[]
Full-time,"Mid-Level, Senior, Lead",None,"Cloud Services, Information Technology",10k+ people,Public,None,None,"Boston,MA","['java', 'c++', 'ruby', 'go', 'scala']"
Full-time,Senior,Backend Developer,"Agile Software Development, Cloud Computing, SaaS",1k–5k people,VC Funded,None,None,"KefarSava,Israel","['python', 'docker', 'amazon-web-services', 'postgresql', 'rabbitmq']"
Full-time,None,None,None,None,None,None,None,"Chofu,Japan","['php', 'javascript']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['qa', 'automation', 'automated-tests']"
Full-time,None,None,None,None,None,None,None,"新宿区,Japan","['ruby', 'ruby-on-rails', 'symfony2']"
Full-time,"Mid-Level, Senior, Lead",None,"Retail, Software Development, Technology Consulting",51–200 people,Private,$70k - 120k (US Dollars),None,"Bentonville,AR","['java', 'java-ee', 'spring-boot']"
Full-time,Senior,Frontend Developer,Internet Classifieds,201–500 people,Private,None,None,"Milano,Italy","['reactjs', 'angularjs', 'javascript']"
Full-time,None,None,None,None,None,None,None,"SumidaCity,Japan","['javascript', 'java', 'c#']"
Full-time,"Junior, Mid-Level",Backend Developer,"Ad Tech, Programmatic Advertising, SaaS",11–50 people,Public,None,None,"Boise,ID","['spring', 'hibernate', 'mysql', 'java', 'amazon-web-services']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['elasticsearch', 'java', 'ios']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['php', 'python', 'mysql']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['reactjs', 'java', 'javascript']"
Full-time,"Junior, Mid-Level, Senior",Embedded Developer,"Automation, Electronics, Software Development / Engineering",10k+ people,Private,None,None,"Bruchsal,Deutschland","['c++', 'ethernet', 'ethercat']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['scala', 'python', 'node.js']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['c++', 'c', 'qt']"
Full-time,"Junior, Mid-Level",None,None,None,None,None,None,"Halifax,NS,Canada","['c#', 'c++', 'python', 'julia']"
Full-time,"Senior, Lead","Backend Developer, Full Stack Developer","Artificial Intelligence, Financial Technology, Machine Learning",11–50 people,VC Funded,None,None,Singapore,"['python', 'machine-learning', 'artificial-intelligence', 'docker', 'data-science']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['go', 'amazon-web-services', 'python']"
Full-time,Junior,Product Manager,"Agile Software Development, Embedded, Software Development / Engineering",11–50 people,Private,None,None,"Darmstadt,Deutschland","['c++', 'qt', 'qml', 'agile']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan",['amazon-web-services']
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['java', 'python']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['go', 'ruby', 'ruby-on-rails']"
Full-time,"Mid-Level, Lead",None,"Business Intelligence, Governance,  Risk,  and Compliance, Project Management",11–50 people,Private,None,None,"Baltimore,MD","['design', 'sql-server', 'cmmi']"
Full-time,None,Database Administrator,None,None,None,None,None,"Nagoya,Japan","['java', 'oracle', 'sql']"
Full-time,None,None,None,None,None,None,None,"Kochi,India","['wordpress', 'php', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['node.js', 'reactjs', 'javascript']"
Full-time,"Mid-Level, Senior",System Administrator,"Agile Software Development, Defence & Security, Network Engineering",51–200 people,Private,None,None,"McLean,VA","['linux', 'command-line-interface', 'cisco', 'firewall', 'centos', 'sysadmin']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['java', 'mongodb', 'node.js']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['docker', 'devops', 'continuous-integration']"
Full-time,None,None,None,None,None,None,None,"Shizuoka,Japan","['c#', 'vb.net', 'c#-4.0']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'mysql', 'java']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['http', 'php', 'java']"
Full-time,None,None,None,None,None,None,None,"横浜市,Japan","['php', 'c', 'java']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['php', 'java']"
Full-time,None,QA/Test Developer,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['python', 'qa']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Agile Software Development, Enterprise Software, Software Development",51–200 people,Private,None,Remote,"FortWayne,IN",[]
Full-time,None,Database Administrator,None,None,None,None,None,"SetagayaCity,Japan","['java', 'jenkins', 'oracle']"
Full-time,None,"Backend Developer, Frontend Developer",None,None,None,None,None,"Hyderabad,India","['reactjs', 'rest', 'javascript']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['java', 'node.js']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['web-services', 'php', 'lamp']"
Full-time,Lead,None,eCommerce,51–200 people,Private,None,None,"KualaLumpur,Malaysia","['oop', 'tdd', 'amazon-web-services', 'python-3.x', 'php']"
Full-time,"Senior, Lead",QA/Test Developer,Defence & Security,501–1k people,Private,None,None,"Cheltenham,UK","['testing', 'agile', 'automation', 'selenium', 'sdlc']"
Full-time,Senior,None,"Creative Services, Enterprise Software, Project Management",11–50 people,Private,None,None,"Amsterdam,Netherlands","['node.js', 'docker', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"Koshi,Japan",['php']
Full-time,"Mid-Level, Senior",Full Stack Developer,"Business Intelligence, Information Technology, Software Development",201–500 people,Private,None,On-siteandlimitedremote,"Charlottesville,VA",[]
Full-time,Senior,Data Scientist,"Artificial Intelligence, Cloud Computing, IT Consulting",51–200 people,Private,None,None,"Berlin,Germany","['python', 'cloud', 'machine-learning', 'computer-vision', 'nlp']"
Full-time,"Junior, Mid-Level",Frontend Developer,Financial Technology,11–50 people,VC Funded,None,None,"Stockholm,Sweden","['reactjs', 'user-experience', 'user-interface']"
Full-time,None,None,None,None,None,None,None,"Surat,India","['php', 'sql']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['c++', 'c', 'qt']"
Full-time,"Junior, Mid-Level",Mobile Developer,"Financial Services, Financial Technology, Mobile Payments",51–200 people,Private,None,None,"Durban,SouthAfrica","['swift', 'ios', 'oop', 'rest', 'firebase']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['php', 'javascript', 'html5']"
Full-time,Senior,Full Stack Developer,"Information Technology, Internet Infrastructure, IT Consulting",201–500 people,Private,CHF 100k - 140k (Swiss Francs),None,"Zürich,Schweiz","['spring', 'angularjs', 'java']"
Full-time,None,None,None,None,None,None,None,"MeguroCity,Japan",['java']
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['mysql', 'python', 'amazon-web-services']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Chennai,India","['php', 'ajax', 'jquery']"
Full-time,"Mid-Level, Senior",Full Stack Developer,None,None,None,None,None,"Henderson,NV","['c#', 'angular', 'sql', 'rest', 'javascript']"
Full-time,None,Data Scientist,"Internet Classifieds, Real Estate",11–50 people,Private,None,None,"Riyadh,SaudiArabia","['tableau', 'r', 'python', 'mysql', 'powerbi']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['reactjs', 'angularjs']"
Full-time,Lead,None,"eCommerce, Enterprise Software, SaaS",501–1k people,VC Funded,$140k - 188k (US Dollars),On-siteandlimitedremote,"Austin,TX",[]
Full-time,Senior,Mobile Developer,"eCommerce, Food & Beverage, Logistics & Distribution",10k+ people,Public,None,None,"Berlin,Germany","['android', 'java', 'mobile']"
Full-time,Mid-Level,None,"3D Models, Computer Software, Software Development / Engineering",10k+ people,Private,None,None,"Munich,Germany","['c++', 'python', 'graphics', 'continuous-integration', 'oop']"
Full-time,None,None,None,None,None,None,None,"Kiryu,Japan","['java', 'sql']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['python', 'django', 'mysql']"
Full-time,"Mid-Level, Senior",DevOps,None,None,None,None,None,"Barcelona,Spain","['python', 'amazon-web-services', 'google-cloud-platform', 'mysql', 'kubernetes']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Enterprise Web Solutions, Information Technology, Software Development / Engineering",1k–5k people,Private,None,None,Luxembourg,"['react', 'javascript', 'java', 'maven', 'node.js']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['android', 'c#', 'xamarin']"
Full-time,Mid-Level,Product Manager,"Information Technology, IT Security, Software Development / Engineering",201–500 people,VC Funded,None,Remote,Noofficelocation,"['saml', 'oauth', 'openid-connect']"
Full-time,None,None,None,None,None,None,None,"千代田区,Japan","['vb.net', 'ruby', 'php']"
Full-time,"Mid-Level, Senior",DevOps,"Agile Software Development, eCommerce, Mobile Development",1k–5k people,Public,None,None,"Köln,Deutschland","['amazon-web-services', 'kubernetes', 'continuous-delivery', 'aws-elasticsearch', 'api']"
Full-time,None,None,None,None,None,None,None,"Kawasaki,Japan","['java', 'postgresql', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Fukuoka,Japan","['php', 'java', 'objective-c']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['reactjs', 'php', 'node.js']"
Full-time,None,None,None,None,None,None,None,"Sendai,Japan","['php', 'lamp']"
Full-time,None,Designer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['design', 'user-interface', 'user-experience']"
Full-time,None,None,None,None,None,None,None,"Sasebo,Japan","['vb.net', 'java', 'sql']"
Full-time,None,Data Scientist,None,None,None,None,None,"Bengaluru,India","['python', 'r', 'c']"
Full-time,None,None,Consumer Electronics,10k+ people,Public,None,None,"Seattle,WA",[]
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'cloud', 'linux']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India","['java', '.net', 'java-ee']"
Full-time,None,Data Scientist,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['r', 'python', 'hadoop']"
Full-time,None,None,None,None,None,None,None,"Ebina,Japan",['java']
Full-time,None,Backend Developer,"Enterprise Web Solutions, Software Development / Engineering, Web Development",1–10 people,Public,None,None,"Coesfeld,Deutschland","['php', 'shopware', 'html', 'javascript']"
Full-time,None,None,None,None,None,None,None,"SetagayaCity,Japan","['reactjs', 'java', 'php']"
Full-time,"Mid-Level, Senior, Lead",Database Administrator,None,None,None,None,None,"MacquariePark,Australia","['linux', 'java', 'jvm', 'openjdk', 'oracle']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'python', 'mysql']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['hadoop', 'python', 'c++']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['amazon-web-services', 'ruby-on-rails']"
Full-time,"Senior, Lead",Backend Developer,"Cloud Services, Datacenter, Information Technology",51–200 people,Private,None,On-siteandlimitedremote,"SanMateo,CA",[]
Full-time,"Mid-Level, Senior",Backend Developer,None,None,None,None,None,"Gland,Switzerland",['java']
Full-time,Mid-Level,Backend Developer,Financial Technology,201–500 people,Private,None,None,"Stockholm,Sweden","['java', 'postgresql', 'spring', 'spring-boot', 'rest']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['amazon-web-services', 'ruby-on-rails', 'ruby']"
Full-time,Senior,Embedded Developer,"Hardware Development, Software Development, Software Development / Engineering",51–200 people,Private,€36k - 55k (Euros),None,"Best,Netherlands","['c++', 'linux', 'agile', 'embedded']"
Full-time,"Mid-Level, Senior","Database Administrator, System Administrator","Ad Tech, Mobile, Mobile Development",11–50 people,Private,None,None,"Hamburg,Germany","['network-security', 'mysql', 'bash', 'php', 'database-management', 'sysadmin']"
Full-time,Lead,None,None,None,None,None,None,"SanFrancisco,CA","['reactjs', 'user-interface', 'design', 'java', 'javascript']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['selenium', 'clojure', 'testing']"
Full-time,"Junior, Mid-Level, Senior",None,"Academic Research, Data Science, High-Performance Computing",1k–5k people,Public,None,None,"Bremerhaven,Deutschland","['data', 'data-processing']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'laravel', 'wordpress']"
Full-time,None,None,None,None,None,None,None,"KotoCity,Japan","['reactjs', 'mysql', 'javascript']"
Full-time,Senior,"DevOps, System Administrator","E-Commerce, Enterprise Software, Software Development",201–500 people,Private,€50k - 60k (Euros),None,"Amsterdam,Netherlands","['cloud', 'automation', 'kubernetes', 'docker', 'python']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'cloud', 'linux']"
Full-time,"Lead, Manager",None,"proptech, portal, Real Estate",501–1k people,Private,None,None,"London,UK","['agile', 'go', 'node.js', 'python']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['java', 'spring', 'java-ee']"
Full-time,"Senior, Lead",Mobile Developer,"Advertising Technology, Online Advertising, Programmatic Advertising",201–500 people,Private,€45k - 75k (Euros),On-siteandlimitedremote,"Paris,France",[]
Full-time,Senior,Backend Developer,"Gambling, Gaming, Information Technology",201–500 people,Private,None,None,"Kraków,Poland","['scala', 'java']"
Full-time,Lead,None,"Cloud-Based Solutions, Computer Software, SaaS",51–200 people,VC Funded,None,None,"TelAviv-Yafo,Israel","['python', 'javascript', 'ruby-on-rails', 'cloud', 'saas']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['laravel', 'php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['cloud', 'css', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['java', 'javascript']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['node.js', 'javascript', 'angularjs']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['symfony2', 'ruby-on-rails', 'ruby']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'laravel', 'continuous-integration']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['reactjs', 'php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'scala']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan",['asp.net']
Full-time,None,DevOps,None,None,None,None,None,"ShinjukuCity,Japan","['ansible', 'redis', 'java']"
Full-time,"Lead, Manager",None,"Brand Protection, Information Services, Legal Technology",201–500 people,Private,€65k - 90k (Euros),Remote,Noofficelocation,[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['ios', 'objective-c', 'iphone']"
Full-time,None,"Database Administrator, Data Scientist","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Fremont,CA","['oracle', 'etl', 'machine-learning']"
Full-time,"Lead, Manager",Frontend Developer,Real Estate,51–200 people,Private,None,None,"Berlin,Germany","['javascript', 'reactjs', 'angularjs', 'amazon-web-services', 'microservices']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['android', 'java', 'c++']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'reactjs', 'javascript']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, Frontend Developer, Full Stack Developer","Cloud Computing, eLearning, SaaS",51–200 people,VC Funded,None,None,"Milan,Italy","['reactjs', 'git', 'css', 'javascript', 'redux']"
Full-time,None,Product Manager,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Altoona,IA",['project-management']
Full-time,"Student, Junior, Mid-Level",None,"E-Commerce, Internet Marketing, Online Advertising",51–200 people,Private,None,None,"Utrecht,Netherlands","['python', 'postgresql', 'flask', 'sql']"
Full-time,Mid-Level,None,"Information Technology, IT Consulting, Software Development",51–200 people,Private,None,On-siteandlimitedremote,"Baarn,Netherlands",[]
Full-time,None,None,None,None,None,None,None,"Kyoto,Japan","['python', 'java', 'c++']"
Full-time,None,System Administrator,"Computer Vision, Machine Learning",1k–5k people,Public,None,None,"PaloAlto,CA","['c++', 'linux']"
Full-time,Lead,Full Stack Developer,Health Care,11–50 people,Private,None,None,"Centurion,SouthAfrica","['c#', 'asp.net', 'oop', 't-sql', 'javascript']"
Full-time,"Mid-Level, Senior, Lead",None,"B2C, eCommerce, Retail",51–200 people,Private,€50k - 75k (Euros),None,"Paris,France","['python', 'go', 'automated-tests', 'django']"
Full-time,None,"Frontend Developer, Mobile Developer",None,None,None,None,None,"Hyderabad,India","['user-interface', 'mobile', 'html']"
Full-time,None,None,None,None,None,None,None,"横浜市,Japan","['java', 'linux', 'windows']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India",['asp.net']
Full-time,"Mid-Level, Senior","Embedded Developer, Full Stack Developer","Broadband, LTE, Smart Home",5k–10k people,Public,£40k - 60k (British Pounds),On-siteandlimitedremote,"Nottingham,UK",[]
Full-time,None,"Data Scientist, System Administrator","Cloud-Based Solutions, Data & Analytics, eCommerce",10k+ people,Private,None,None,"Malmö,Sweden","['apache', 'cloud', 'machine-learning']"
Full-time,None,DevOps,"Data & Analytics, Hardware Engineering, Software Development / Engineering",11–50 people,VC Funded,None,Remote,Noofficelocation,"['python', 'linux']"
Full-time,None,Embedded Developer,None,None,None,None,None,"Bengaluru,India","['linux', 'embedded', 'osx']"
Full-time,None,Data Scientist,None,None,None,None,None,"Bengaluru,India","['r', 'machine-learning', 'java']"
Full-time,"Senior, Manager","Frontend Developer, Full Stack Developer","Automotive, Carsharing, E-Commerce",51–200 people,VC Funded,€60k - 75k (Euros),None,"München,Deutschland","['javascript', 'css', 'node.js', 'amazon-web-services', 'typescript']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India","['java', 'jsp', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"ShinagawaCity,Japan","['php', 'java', 'mysql']"
Full-time,"Junior, Mid-Level",None,"Digital Health, Healthcare, Non-Profit",201–500 people,Private,None,None,"Richmond,VA","['agile', '.net']"
Full-time,None,None,None,None,None,None,None,"KotoCity,Japan","['vb.net', 'ruby', 'php']"
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['machine-learning', 'r', 'sql']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['php', 'symfony2', 'css3']"
Full-time,"Senior, Lead",Backend Developer,"eCommerce, Food & Beverage, Logistics & Distribution",10k+ people,Public,None,None,"Berlin,Germany","['java', 'cloud', 'elasticsearch', 'restful-architecture', 'sql']"
Full-time,Junior,None,"Banking, Finance, Financial Services",1k–5k people,Public,€29k - 44k (Euros),On-siteandlimitedremote,"'s-Hertogenbosch,Netherlands",[]
Full-time,"Senior, Lead",Backend Developer,Financial Technology,11–50 people,VC Funded,$150k - 175k (US Dollars),None,"LosAngeles,CA","['amazon-web-services', 'apache-kafka', 'amazon-rds-aurora', 'elasticsearch']"
Full-time,Senior,Frontend Developer,"Advertising, Digital Media, Marketing",51–200 people,Private,$85k - 105k (US Dollars),None,"Dallas,TX","['.net', 'c#', 'css', 'javascript', 'content-management-system']"
Full-time,None,Backend Developer,None,None,None,None,None,"MinatoCity,Japan","['go', 'cloud', 'continuous-integration']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,"Digital Video Distribution, Entertainment, Music",201–500 people,Public,None,On-siteandlimitedremote,"London,UK",[]
Full-time,None,None,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['osx', 'c++', 'c']"
Full-time,"Mid-Level, Senior, Lead","Frontend Developer, Full Stack Developer","Artificial Intelligence, Computer Software, Healthcare",11–50 people,VC Funded,$130k - 180k (US Dollars),On-siteandlimitedremote,"SanFrancisco,CA",[]
Full-time,"Junior, Mid-Level, Senior","Frontend Developer, Mobile Developer","Consulting, Information Technology",1k–5k people,Private,€45k - 75k (Euros),None,"Wiesbaden,Deutschland","['vue.js', 'asp.net', 'angular', 'mobile-development', 'react-native']"
Full-time,Lead,Data Scientist,"Cybersecurity, Machine Learning, Security Software",51–200 people,VC Funded,None,None,"London,UK",['apache-spark-sql']
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['django', 'amazon-web-services', 'continuous-integration']"
Full-time,None,Designer,None,None,None,None,None,"Philadelphia,PA","['user-experience', 'user-interface', 'design']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Seattle,WA","['reactjs', 'python', 'php']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,"Education, Online Education, Online Assessment",11–50 people,Private,None,None,"PaloAlto,CA","['python', 'reactjs', 'django', 'mysql', 'javascript']"
Full-time,"Mid-Level, Senior","Full Stack Developer, Product Manager","Banking, Financial Services, Financial Technology",10k+ people,Public,None,On-siteandlimitedremote,"Providence,RI",[]
Full-time,None,System Administrator,None,None,None,None,None,"Hyderabad,India","['java', 'apache', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['spring', 'angularjs', 'java']"
Full-time,Mid-Level,DevOps,"Cloud Services, Embedded, Internet of Things",51–200 people,Private,None,None,"Köln,Deutschland","['azure', 'amazon-web-services', 'kubernetes', 'terraform']"
Full-time,None,None,None,None,None,None,None,"Kagoshima,Japan","['ruby-on-rails', 'ruby', 'php']"
Full-time,None,None,None,None,None,None,None,"Ernakulam,India","['laravel', 'php', 'mysql']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Ahmedabad,India","['javascript', 'angularjs', 'php']"
Full-time,None,"Full Stack Developer, Product Manager",None,None,None,None,None,"Chandigarh,India","['node.js', 'javascript', 'project-management']"
Full-time,"Junior, Mid-Level",Mobile Developer,"Digital Health, Healthcare, Information Technology",11–50 people,VC Funded,$60k - 100k (US Dollars),None,"FortLauderdale,FL","['mobile', 'ios', 'android', 'vue-native', 'javascript']"
Full-time,"Mid-Level, Senior","Backend Developer, Frontend Developer","Online Travel, Travel & Tourism",201–500 people,None,None,None,"Vilnius,Lithuania","['reactjs', 'react-native', 'css', 'rest', 'api']"
Full-time,None,None,None,None,None,None,None,"Tsukuba,Japan","['php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['javascript', 'css', 'reactjs']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Software Development / Engineering, Technical Services, Technology Consulting",51–200 people,Private,$125k - 200k (US Dollars),None,"Springfield,VA","['machine-learning', 'hadoop', 'nosql', 'etl', 'agile']"
Full-time,"Mid-Level, Senior",None,"Computer Software, Data & Analytics, Financial Technology",10k+ people,Public,None,None,"Frankfurt,Germany","['javascript', 'angular', 'node.js', 'typescript']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'reactjs', 'laravel']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['scala', 'cloud', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan",['c#']
Full-time,"Junior, Mid-Level","DevOps, QA/Test Developer","Business Services, Financial Services, Travel Planning",10k+ people,Public,None,None,"London,UK","['reactjs', 'qa', 'java', 'production', 'devops']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['java', 'c++', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['model-view-controller', 'asp.net-mvc', 'mvc']"
Full-time,None,None,None,None,None,None,None,"Lucknow,India","['wordpress', 'php', 'css']"
Full-time,None,None,None,None,None,None,None,"Coimbatore,India","['php', 'html', 'html5']"
Full-time,None,Product Manager,None,None,None,None,None,"ChiyodaCity,Japan","['project-management', 'osx', 'cloud']"
Full-time,"Mid-Level, Senior",Backend Developer,Automotive,10k+ people,Private,None,None,"Stuttgart,Deutschland","['java', 'cloud', 'spring']"
